idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
54,2.7,-1.7037565737560583e-08,2.9999999336121745,-4.427726586235581,1.9711684954273087e-07,7.680768037613146e-07,-2.0125013574396715,5.1609122431325095e-06,2.0109782544685746e-05,0.7423217763173933,0,70,255.0,255.0,255.0
55,2.75,0.0,3.0,-4.5274,4.989974390898646e-07,1.944371366477932e-06,-1.9739601553937693,6.914311338752885e-06,2.6941999963979108e-05,0.7993263055187079,0,70,255.0,255.0,255.0
56,2.8000000000000003,3.0866188415066566e-08,3.0000001202718254,-4.625074761153383,6.811186432554319e-07,2.6540168012398494e-06,-1.932548516053362,3.705368278697681e-07,1.443817426497431e-06,0.8571392680975843,0,70,255.0,255.0,255.0
57,2.85,6.265871889980734e-08,3.0000002441531946,-4.720606674136521,5.360511218768445e-07,2.088753109127687e-06,-1.888246228584011,-6.173237683013289e-06,-2.4054365110984022e-05,0.9149522306764604,0,70,255.0,255.0,255.0
58,2.9000000000000004,7.9018155177015e-08,3.000000307898651,-4.813851206542968,6.379487495409957e-08,2.4858029014143323e-07,-1.8410532929857157,-1.2717012193896407e-05,-4.9552547648465696e-05,0.9727651932553368,0,70,255.0,255.0,255.0
59,2.95,6.358506096948167e-08,3.0000002477627383,-4.904663825966278,-7.356500975127945e-07,-2.8665016557188753e-06,-1.790969709258477,-1.926078670477946e-05,-7.505073018594716e-05,1.0305781558342129,0,70,255.0,255.0,255.0
60,3.0,0.0,3.0,-4.9929,-1.8622837955238398e-06,-7.256492728453253e-06,-1.7379954774022945,-2.5804561215662524e-05,-0.0001005489127234286,1.088391118413087,0,70,255.0,255.0,255.0
61,3.0500000000000003,-1.1519418340080751e-07,2.999999551139436,-5.078415391796898,-2.541969382609168e-06,-9.904925546358864e-06,-1.682142330969561,-1.3828622677504512e-06,-5.388399992795325e-06,1.1457347388962495,0,70,255.0,255.0,255.0
62,3.1,-2.3384552247099026e-07,2.9999990888078725,-5.1610664467465535,-2.0005700222988957e-06,-7.79533272773283e-06,-1.6234220035126694,2.3038836680161404e-05,8.977211273783711e-05,1.2030783593794117,0,70,255.0,255.0,255.0
63,3.1500000000000004,-2.9489976984077e-07,2.9999988509065907,-5.240709805797763,-2.380857145930145e-07,-9.277142725751037e-07,-1.5618344950316196,4.746053562807348e-05,0.0001849326254684704,1.2604219798625742,0,70,255.0,255.0,255.0
64,3.2,-2.3730267814036608e-07,2.9999990753368726,-5.317202109899312,2.7454835405084453e-06,1.0697929819114186e-05,-1.497379805526412,7.188223457598533e-05,0.0002800931381991028,1.3177656003457363,0,70,255.0,255.0,255.0
65,3.25,0.0,3.0,-5.3904,6.950137743005495e-06,2.708159954733508e-05,-1.4300579349970466,9.630393352389721e-05,0.0003752536509297352,1.3751092208288966,0,70,255.0,255.0,255.0
66,3.3000000000000003,4.299105451881635e-07,3.0000016751704295,-5.46015967165903,9.486758887181239e-06,3.69656853841956e-05,-1.3598421600683896,5.160912243132025e-06,2.0109782544683763e-05,1.433521776317372,0,70,255.0,255.0,255.0
67,3.35,8.727233709841538e-07,3.0000034006153142,-5.526335538877265,7.4662289673187355e-06,2.9092577801803628e-05,-1.2867057573653093,-8.598210903763235e-05,-0.00033503408584036444,1.4919343318058467,0,70,255.0,255.0,255.0
68,3.4000000000000004,1.1005809241860651e-06,3.000004288474986,-5.588781570265986,8.885479834179558e-07,3.4622768001589673e-06,-1.2106487268878046,-0.00017712513031839752,-0.000690177954225416,1.550346887294322,0,70,255.0,255.0,255.0
69,3.45,8.856256515919829e-07,3.0000034508897713,-5.647351734436471,-1.0246284064520993e-05,-3.992521762073786e-05,-1.1316710686358769,-0.00026826815159916194,-0.0010453218226104642,1.6087594427827967,0,70,255.0,255.0,255.0
70,3.5,0.0,3.0,-5.7019,-2.593826717649814e-05,-0.00010106990546088707,-1.0497727826095256,-0.0003594111728799263,-0.001400465690995513,1.6671719982712752,0,70,255.0,255.0,255.0
71,3.5500000000000003,-1.6044479973518465e-06,2.999993748178847,-5.752283521566987,-3.540506616611579e-05,-0.0001379578159904236,-0.9651450287568873,-1.926078670477766e-05,-7.505073018594026e-05,1.717938155834233,0,70,255.0,255.0,255.0
72,3.6,-3.257047961465625e-06,2.9999873087308684,-5.798372197744387,-2.7864345846976067e-05,-0.00010857497847948172,-0.8779789670261021,0.00032088959947036797,0.0012503642306236208,1.7687043133971905,0,70,255.0,255.0,255.0
73,3.6500000000000004,-4.107423926903492e-06,2.999983995193466,-5.840039113138293,-3.316106219078814e-06,-1.2921392928060796e-05,-0.7882745974171681,0.0006610399856455166,0.0025757791914331938,1.8194704709601486,0,70,255.0,255.0,255.0
74,3.7,-3.3051999282275646e-06,2.999987121104043,-5.877157352354802,3.82396527175755e-05,0.00014900294066383726,-0.6960319199300872,0.0010011903718206623,0.0039011941522427546,1.870236628523106,0,70,255.0,255.0,255.0
75,3.75,0.0,3.0,-5.9096,9.680293096298707e-05,0.00037719802229621325,-0.6012509345648582,0.0013413407579958058,0.005226609113052316,1.9210027860860643,0,70,255.0,255.0,255.0
76,3.8000000000000003,7.587881444219246e-06,3.000027332114183,-5.937332642073028,0.00022813350577728287,0.0007548655785775815,-0.5094817249040624,0.003911882234575999,0.009880093138202335,1.7497656003457496,0,70,255.0,255.0,255.0
77,3.85,2.4955468474878374e-05,3.0000793644612123,-5.96069087014519,0.00048799115442058614,0.0013652073361164452,-0.4262743745302831,0.006482423711156168,0.01453357716335231,1.5785284146054361,0,70,255.0,255.0,255.0
78,3.9000000000000004,5.85291147834282e-05,3.0001677307511487,-5.980102777180838,0.0008763758768929014,0.002208223294912816,-0.3516288834435187,0.00905296518773636,0.019187061188502327,1.4072912288651214,0,70,255.0,255.0,255.0
79,3.95,0.00011473517406131853,3.000304064694058,-5.995996456144326,0.0013932876731942217,0.0032839134549666775,-0.28554525164377076,0.011623506664316531,0.023840545213652302,1.236054043124808,0,70,255.0,255.0,255.0
80,4.0,0.0002,3.0005,-6.0088,0.00203872654332455,0.004592277816278038,-0.22802347913103835,0.014194048140896687,0.02849402923880228,1.0648168573844952,0,70,255.0,255.0,255.0
81,4.05,0.0003200529222204746,3.0007673233644203,-6.018915510140905,0.0027708710430569853,0.006142495501682732,-0.17750407162685652,0.015091731848400828,0.03351467817738571,0.955959442782785,0,70,255.0,255.0,255.0
82,4.1000000000000005,0.00047783517406195416,3.001118433424284,-6.026641121674854,0.0035478997281646416,0.007943745634016631,-0.13242753485275943,0.015989415555904985,0.038535327115969235,0.8471020281810729,0,70,255.0,255.0,255.0
83,4.15,0.0006755909647931935,3.0015658818019375,-6.032248978138349,0.004369812598647491,0.00999602821327967,-0.09279386880874868,0.016887099263409124,0.043555976054552664,0.7382446135793628,0,70,255.0,255.0,255.0
84,4.2,0.0009155645036829552,3.0021222201197277,-6.036011223067897,0.005236609654505548,0.012299343239471882,-0.05860307349482342,0.017784782970913265,0.0485766249931361,0.6293871989776526,0,70,255.0,255.0,255.0
85,4.25,0.0012,3.0028,-6.0382,0.006148290895738811,0.014853690712593263,-0.029855148910983658,0.01868246667841738,0.05359727393171944,0.5205297843759427,0,70,255.0,255.0,255.0
86,4.3,0.001531400429673879,3.0036105744281363,-6.039098917363351,0.007120382321994759,0.017587152414692272,-0.007237988588507892,0.020201190371820648,0.05574119415224126,0.3841566285230913,0,70,255.0,255.0,255.0
87,4.3500000000000005,0.0019133038352773166,3.0045605018416532,-6.0390374431553955,0.008168409932920888,0.02042781012781742,0.008560513941325553,0.021719914065223944,0.05788511437276313,0.24778347267023743,0,70,255.0,255.0,255.0
88,4.4,0.002349507026043807,3.005655142041102,-6.038356510265762,0.009292373728517163,0.02337566385196861,0.0175403586785161,0.02323863775862721,0.06002903459328495,0.11141031681738606,0,70,255.0,255.0,255.0
89,4.45,0.002843806811206865,3.006899854827034,-6.037397051584087,0.010492273708783601,0.026430713587145896,0.019701545623064122,0.024757361452030478,0.06217295481380678,-0.024962839035465367,0,70,255.0,255.0,255.0
90,4.5,0.0034,3.0083,-6.0365,0.011768109873720203,0.029592959333349267,0.015044074774969577,0.02627608514543371,0.0643168750343287,-0.16133599488831674,0,70,255.0,255.0,255.0
91,4.55,0.004021545359084001,3.0098615789230356,-6.03598722040569,0.013099599668963954,0.032900894839548764,0.004712025980882078,0.02698350666431651,0.06800054521365174,-0.25194595687518473,0,70,255.0,255.0,255.0
92,4.6000000000000005,0.004710549484828806,3.0115931592091045,-6.036104305703568,0.014466460540151868,0.03639301385471448,-0.010150520912549107,0.02769092818319932,0.07168421539297484,-0.3425559188620543,0,70,255.0,255.0,255.0
93,4.65,0.005468780931031596,3.0135039500336562,-6.0370777807986,0.015868692487283897,0.04006931637884628,-0.029543565905323456,0.028398349702082118,0.07536788557229789,-0.43316588084892227,0,70,255.0,255.0,255.0
94,4.7,0.006298008251489593,3.0156031605721383,-6.039134170595756,0.01730629551036007,0.043929802411944247,-0.053467108997441185,0.029105771220964916,0.07905155575162091,-0.5237758428357903,0,70,255.0,255.0,255.0
95,4.75,0.0072,3.0179,-6.0425,0.01877926960938038,0.04797447195400835,-0.0819211501889023,0.029813192739847616,0.08273522593094396,-0.6143858048226586,0,70,255.0,255.0,255.0
96,4.800000000000001,0.00817601813399012,3.0204007098797234,-6.04731700101389,0.020257219002149423,0.05202526822711053,-0.10981811533502712,0.029304782970913226,0.07929662499314111,-0.501492801022319,0,70,255.0,255.0,255.0
97,4.8500000000000005,0.009225298225407507,3.0230996613219294,-6.053387734030336,0.021709747906471722,0.055904134453322506,-0.13207043029113455,0.028796373201978847,0.07585802405533833,-0.38859979722198146,0,70,255.0,255.0,255.0
98,4.9,0.01034656924982984,3.0259882578242743,-6.060429966539838,0.023136856322347295,0.05961107063264434,-0.14867809505722515,0.028287963433044468,0.07241942311753555,-0.27570679342164395,0,70,255.0,255.0,255.0
99,4.95,0.011538560182834782,3.0290579028844125,-6.068161466032891,0.024538544249776157,0.06314607676507604,-0.15964110963329886,0.02777955366411009,0.06898082217973277,-0.16281378962130638,0,70,255.0,255.0,255.0
100,5.0,0.0128,3.0323,-6.0763,0.0259148116887583,0.06650915285061759,-0.16495947401935573,0.027271143895175737,0.06554222124192988,-0.04992078582096937,0,70,255.0,255.0,255.0
101,5.050000000000001,0.014129582104955594,3.0357075815580714,-6.08462157553875,0.027263524322438476,0.06979803225201103,-0.16812756464076703,0.02667736145203043,0.06601295481380634,-0.07680283903548094,0,70,255.0,255.0,255.0
102,5.1000000000000005,0.01552585761354124,3.039280195503178,-6.093135158175089,0.028582547833961358,0.07311044833199826,-0.17263975792290384,0.026083579008885138,0.0664836883856828,-0.10368489224999203,0,70,255.0,255.0,255.0
103,5.15,0.016987342069649095,3.043019018669248,-6.101907953042052,0.029871882223326977,0.0764464010905793,-0.17849605386576622,0.025489796565739842,0.06695442195755925,-0.1305669454645031,0,70,255.0,255.0,255.0
104,5.2,0.018512551017171305,3.0469252278902124,-6.111007165272677,0.03113152749053533,0.07980589052775416,-0.1856964524693541,0.02489601412259455,0.06742515552943572,-0.15744899867901418,0,70,255.0,255.0,255.0
105,5.25,0.0201,3.051,-6.1205,0.03236148363558642,0.08318891664352286,-0.19424095373366757,0.024302231679449282,0.06789588910131206,-0.18433105189352528,0,70,255.0,255.0,255.0
106,5.300000000000001,0.02174885344618762,3.0552441638879904,-6.130439096831109,0.03360068370809679,0.08657460276484605,-0.20325562610190123,0.02526577122096494,0.06753155575161356,-0.17625584283581533,0,70,255.0,255.0,255.0
107,5.3500000000000005,0.023460871320427627,3.05965715666536,-6.140818833269309,0.03488806075768292,0.08994207221868426,-0.2118665380172492,0.026229310762480584,0.06716722240191506,-0.16818063377810555,0,70,255.0,255.0,255.0
108,5.4,0.025238462471573832,3.064238067498734,-6.151619021291953,0.03622361478434485,0.09329132500503753,-0.2200736894797117,0.027192850303996225,0.06680288905221655,-0.16010542472039577,0,70,255.0,255.0,255.0
109,5.45,0.027084035748480024,3.0689859855547392,-6.162819472876398,0.037607345788082544,0.09662236112390589,-0.2278770804892887,0.02815638984551187,0.06643855570251807,-0.15203021566268596,0,70,255.0,255.0,255.0
110,5.5,0.029,3.0739,-6.1744,0.03903925376889602,0.0999351805752893,-0.23527671104598022,0.0291199293870274,0.06607422235281901,-0.1439550066049764,0,70,255.0,255.0,255.0
111,5.550000000000001,0.030987804110294066,3.0789789628899666,-6.186344437136813,0.040461740845174475,0.10321555668860335,-0.2425139309516367,0.02777955366411008,0.06514082217974154,-0.14553378962127936,0,70,255.0,255.0,255.0
112,5.6000000000000005,0.03304505710474837,3.084220777835383,-6.1986527087476775,0.041817209135307044,0.10644926279326349,-0.24983009000810824,0.02643917794119279,0.06420742200666409,-0.1471125726375823,0,70,255.0,255.0,255.0
113,5.65,0.03516840804405566,3.0896231113358157,-6.211328761790137,0.04310565863929375,0.10963629888926975,-0.2572251882153949,0.0250988022182755,0.06327402183358663,-0.14869135565388525,0,70,255.0,255.0,255.0
114,5.7,0.03735450598890863,3.095183629890833,-6.22437654322173,0.044327089357134586,0.11277666497662213,-0.2646992255734967,0.023758426495358205,0.062340621660509174,-0.15027013867018818,0,70,255.0,255.0,255.0
115,5.75,0.0396,3.1009,-6.2378,0.04548150128882956,0.11587036105532064,-0.2722522020824137,0.02241805077244058,0.06140722148743172,-0.15184892168649133,0,70,255.0,255.0,255.0
116,5.800000000000001,0.0419023301126363,3.106770384552143,-6.251601554621643,0.046616352911205444,0.11894717048074228,-0.27979265009155146,0.022976014122594354,0.06166515552943222,-0.14976899867901483,0,70,255.0,255.0,255.0
117,5.8500000000000005,0.044262100260579036,3.1127949319931094,-6.265777531739983,0.04777910270108901,0.12203687660826389,-0.28722910195031526,0.02353397747274812,0.061923089571432714,-0.14768907567153836,0,70,255.0,255.0,255.0
118,5.9,0.04668070535220364,3.1189742871580046,-6.280322731547501,0.04896975065848025,0.12513947943788553,-0.29456155765870523,0.024091940822901885,0.06218102361343321,-0.14560915266406188,0,70,255.0,255.0,255.0
119,5.95,0.049159540295885505,3.1253090948819335,-6.295231954236679,0.05018829678337919,0.1282549789696072,-0.3017900172167214,0.02464990417305565,0.062438957655433704,-0.1435292296565854,0,70,255.0,255.0,255.0
120,6.0,0.0517,3.1318,-6.3105,0.05143474107578581,0.13138337520342888,-0.3089144806243638,0.025207867523209637,0.06269689169743464,-0.14144930664910937,0,70,255.0,255.0,255.0
121,6.050000000000001,0.054302875439160965,3.138447498901462,-6.326122944376619,0.05267284751000386,0.13451576138842755,-0.3160114686821589,0.024316389845511852,0.06259855570250984,-0.14243021566269115,0,70,255.0,255.0,255.0
122,6.1000000000000005,0.05696654185293567,3.1452514941921805,-6.342101964292394,0.05386638006033701,0.1376432307736799,-0.32315750219063294,0.023424912167814085,0.06250021970758506,-0.14341112467627293,0,70,255.0,255.0,255.0
123,6.15,0.059688770547129906,3.152211740032168,-6.35843951201986,0.05501533872678527,0.14076578335918602,-0.3303525811497861,0.022533434490116317,0.06240188371266027,-0.14439203368985468,0,70,255.0,255.0,255.0
