idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
0,0.0,3.0,0.0,0.0,-4.14106032853435e-11,-6.069139947288542e-11,0.08070372958798289,4.96927239424122e-10,7.28296793674625e-10,-2.2460447550557943,0,70,255.0,255.0,255.0
1,0.05,2.9999999999985096,-2.1848903810238748e-12,0.0012485342651673834,-1.9048877511258012e-11,-2.7918043757527294e-11,-0.030344284389527864,3.975417915392976e-10,5.826374349397e-10,-2.1958758040446353,0,70,255.0,255.0,255.0
2,0.1,2.9999999999980123,-2.913187174698499e-12,-0.002992620979776823,-1.6564241314137407e-12,-2.4276559789154205e-12,-0.13888385081648066,2.9815634365447316e-10,4.36978076204775e-10,-2.145706853033477,0,70,255.0,255.0,255.0
3,0.15000000000000002,2.999999999998261,-2.5490387778611874e-12,-0.01259804335730472,1.0766756854189317e-11,1.577976386295021e-11,-0.24491496969287557,1.9877089576964874e-10,2.9131871746984995e-10,-2.095537902022318,0,70,255.0,255.0,255.0
4,0.2,2.999999999999006,-1.4565935873492471e-12,-0.02744231048988842,1.8220665445551136e-11,2.6704215768069568e-11,-0.3484376410187125,9.938544788482437e-11,1.45659358734925e-10,-2.0453689510111595,0,70,255.0,255.0,255.0
5,0.25,3.0,0.0,-0.0474,2.070530164267175e-11,3.034569973644271e-11,-0.44945186479399146,0.0,0.0,-1.9952000000000005,0,70,255.0,255.0,255.0
6,0.30000000000000004,3.000000000000994,1.4565935873492512e-12,-0.07234568951011161,1.8220665445551136e-11,2.6704215768069577e-11,-0.5479576410187126,-9.938544788482448e-11,-1.4565935873492513e-10,-1.9450310489888412,0,70,255.0,255.0,255.0
7,0.35000000000000003,3.000000000001739,2.549038777861188e-12,-0.1021539566426953,1.0766756854189304e-11,1.5779763862950198e-11,-0.6439549696928757,-1.9877089576964887e-10,-2.913187174698501e-10,-1.894862097977682,0,70,255.0,255.0,255.0
8,0.4,3.0000000000019877,2.9131871746985e-12,-0.13669937902022322,-1.6564241314137455e-12,-2.427655978915427e-12,-0.7374438508164807,-2.9815634365447326e-10,-4.3697807620477505e-10,-1.8446931469665226,0,70,255.0,255.0,255.0
9,0.45,3.000000000001491,2.184890381023874e-12,-0.17585653426516742,-1.9048877511258018e-11,-2.7918043757527307e-11,-0.828424284389528,-3.9754179153929763e-10,-5.826374349397e-10,-1.7945241959553635,0,70,255.0,255.0,255.0
10,0.5,3.0,0.0,-0.2195,-4.14106032853435e-11,-6.069139947288542e-11,-0.9168962704120169,-4.96927239424122e-10,-7.28296793674625e-10,-1.7443552449441935,0,70,255.0,255.0,255.0
