Time [msec],x [m],y [m],z [m],Red,Green,Blue
25750,7.7528,9.744,30.7384,255,255,255
26000,7.7779,9.7953,30.8688,255,255,255
26250,7.8003,9.8412,30.9854,255,255,255
26500,7.8201,9.8815,31.088,255,255,255
26750,7.837,9.9162,31.1761,255,255,255
27000,7.8512,9.9451,31.2495,255,255,255
27250,7.8624,9.9681,31.3079,255,255,255
27500,7.8706,9.9849,31.3507,255,255,255
27750,7.8758,9.9956,31.3778,255,255,255
28000,7.878,9.9999,31.3888,255,255,255
28250,7.878,10,31.389,255,255,255
28500,7.878,10,31.389,255,255,255
28750,7.878,10,31.389,255,255,255
29000,7.878,10,31.389,255,255,255
29250,7.878,10,31.389,255,255,255
29500,7.878,10,31.389,255,255,255
29750,7.878,10,31.389,255,255,255
30000,7.878,10,31.389,255,255,255
30250,7.878,10,31.389,255,255,255
30500,7.878,10,31.389,255,255,255
30750,7.878,10,31.389,255,255,255
31000,7.878,10,31.389,255,255,255
31250,7.878,10,31.389,255,255,255
31500,7.878,10,31.389,255,255,255
31750,7.878,10,31.389,255,255,255
32000,7.878,10,31.389,255,255,255
32250,7.878,10,31.389,255,255,255
32500,7.878,10,31.389,255,255,255
32750,7.878,10,31.389,255,255,255
33000,7.878,10,31.389,255,255,255
33250,7.878,10,31.389,255,255,255
33500,7.8619,10,31.3455,255,255,255
33750,7.8034,10,31.188,255,255,255
34000,7.7082,10,30.932,255,255,255
34250,7.583,10,30.5948,255,255,255
34500,7.4341,10,30.1939,255,255,255
34750,7.2679,10,29.7465,255,255,255
35000,7.091,10,29.2702,255,255,255
35250,6.9097,10,28.7823,255,255,255
35500,6.7307,10,28.3001,255,255,255
35750,6.5602,10,27.8411,255,255,255
36000,6.4047,10,27.4227,255,255,255
36250,6.2708,10,27.0621,255,255,255
36500,6.1648,10,26.7769,255,255,255
36750,6.0933,10,26.5843,255,255,255
37000,6.0627,10,26.5018,255,255,255
37250,6.062,10,26.5,255,255,255
37500,6.062,10,26.5,255,255,255
37750,6.062,10,26.5,255,255,255
38000,6.062,10,26.5,255,255,255
38250,6.062,10,26.5,255,255,255
38500,6.062,10,26.5,255,255,255
38750,6.062,10,26.5,255,255,255
39000,6.062,10,26.5,255,255,255
39250,6.062,10,26.5,255,255,255
39500,6.062,10,26.5,255,255,255
39750,6.062,10,26.5,255,255,255
40000,6.062,10,26.5,255,255,255
40250,6.062,10,26.5,255,255,255
40500,6.062,10,26.5,255,255,255
40750,6.062,10,26.5,255,255,255
41000,6.062,10,26.5,255,255,255
41250,6.062,10,26.5,255,255,255
41500,6.062,10,26.5,255,255,255
41750,6.062,10,26.5,255,255,255
42000,6.062,10,26.5,255,255,255
42250,6.062,10,26.5,255,255,255
42500,6.062,10,26.5,255,255,255
42750,6.062,10,26.5,255,255,255
43000,6.062,10,26.5,255,255,255
43250,6.062,10,26.5,255,255,255
43500,6.062,10,26.5,255,255,255
43750,6.062,10,26.5,255,255,255
44000,6.0535,10,26.5062,255,255,255
44250,6.0212,10,26.5296,255,255,255
44500,5.966,10,26.5696,255,255,255
44750,5.889,10,26.6254,255,255,255
45000,5.7912,10,26.6963,255,255,255
45250,5.6738,10,26.7814,255,255,255
45500,5.5379,10,26.8799,255,255,255
45750,5.3847,10,26.9911,255,255,255
46000,5.2151,10,27.114,255,255,255
46250,5.0303,10,27.2479,255,255,255
46500,4.8315,10,27.3921,255,255,255
46750,4.6197,10,27.5456,255,255,255
47000,4.3961,10,27.7077,255,255,255
47250,4.1618,10,27.8776,255,255,255
47500,3.9178,10,28.0545,255,255,255
47750,3.6653,10,28.2376,255,255,255
48000,3.4054,10,28.426,255,255,255
48250,3.1392,10,28.619,255,255,255
48500,2.8678,10,28.8157,255,255,255
48750,2.5924,10,29.0154,255,255,255
49000,2.314,10,29.2172,255,255,255
49250,2.0337,10,29.4204,255,255,255
49500,1.7527,10,29.6241,255,255,255
49750,1.4721,10,29.8276,255,255,255
50000,1.1929,10,30.03,255,255,255
50250,0.9163,10,30.2305,255,255,255
50500,0.6435,10,30.4283,255,255,255
50750,0.3754,10,30.6226,255,255,255
51000,0.1133,10,30.8127,255,255,255
51250,-0.1418,10,30.9976,255,255,255
51500,-0.3888,10,31.1767,255,255,255
51750,-0.6265,10,31.349,255,255,255
52000,-0.8539,10,31.5138,255,255,255
52250,-1.0697,10,31.6703,255,255,255
52500,-1.273,10,31.8177,255,255,255
52750,-1.4626,10,31.9552,255,255,255
53000,-1.6374,10,32.0819,255,255,255
53250,-1.7963,10,32.1971,255,255,255
53500,-1.9382,10,32.2999,255,255,255
53750,-2.0619,10,32.3896,255,255,255
54000,-2.1664,10,32.4654,255,255,255
54250,-2.2505,10,32.5264,255,255,255
54500,-2.3132,10,32.5718,255,255,255
54750,-2.3533,10,32.6009,255,255,255
55000,-2.3696,10,32.6127,255,255,255
55250,-2.37,10,32.613,255,255,255
55500,-2.37,10,32.613,255,255,255
55750,-2.37,10,32.613,255,255,255
56000,-2.37,10,32.613,255,255,255
56250,-2.37,10,32.613,255,255,255
56500,-2.37,10,32.613,255,255,255
56750,-2.37,10,32.613,255,255,255
57000,-2.37,10,32.613,255,255,255
57250,-2.37,10,32.613,255,255,255
57500,-2.37,10,32.613,255,255,255
57750,-2.37,10,32.613,255,255,255
58000,-2.37,10,32.613,255,255,255
58250,-2.37,10,32.613,255,255,255
58500,-2.37,10,32.613,255,255,255
58750,-2.37,10,32.613,255,255,255
59000,-2.37,10,32.613,255,255,255
59250,-2.37,10,32.613,255,255,255
59500,-2.37,10,32.613,255,255,255
59750,-2.37,10,32.613,255,255,255
60000,-2.37,10,32.613,255,255,255
60250,-2.37,10,32.613,255,255,255
60500,-2.3682,10,32.6215,255,255,255
60750,-2.3612,10,32.6538,255,255,255
61000,-2.3493,10,32.7093,255,255,255
61250,-2.3326,10,32.7869,255,255,255
61500,-2.3114,10,32.8857,255,255,255
61750,-2.2858,10,33.0048,255,255,255
62000,-2.2561,10,33.143,255,255,255
62250,-2.2224,10,33.2996,255,255,255
62500,-2.185,10,33.4734,255,255,255
62750,-2.1442,10,33.6635,255,255,255
63000,-2.1,10,33.8689,255,255,255
63250,-2.0528,10,34.0887,255,255,255
63500,-2.0027,10,34.3218,255,255,255
63750,-1.9499,10,34.5673,255,255,255
64000,-1.8946,10,34.8243,255,255,255
64250,-1.8372,10,35.0917,255,255,255
64500,-1.7777,10,35.3685,255,255,255
64750,-1.7163,10,35.6538,255,255,255
65000,-1.6534,10,35.9466,255,255,255
65250,-1.589,10,36.2459,255,255,255
65500,-1.5235,10,36.5508,255,255,255
65750,-1.457,10,36.8602,255,255,255
66000,-1.3897,10,37.1733,255,255,255
66250,-1.3219,10,37.4889,255,255,255
66500,-1.2536,10,37.8061,255,255,255
66750,-1.1853,10,38.1241,255,255,255
67000,-1.117,10,38.4417,255,255,255
67250,-1.049,10,38.7579,255,255,255
67500,-0.9815,10,39.0719,255,255,255
67750,-0.9147,10,39.3827,255,255,255
68000,-0.8489,10,39.6892,255,255,255
68250,-0.7841,10,39.9905,255,255,255
68500,-0.7206,10,40.2856,255,255,255
68750,-0.6588,10,40.5735,255,255,255
69000,-0.5986,10,40.8533,255,255,255
69250,-0.5404,10,41.124,255,255,255
69500,-0.4844,10,41.3845,255,255,255
69750,-0.4308,10,41.634,255,255,255
70000,-0.3797,10,41.8714,255,255,255
70250,-0.3315,10,42.0958,255,255,255
70500,-0.2863,10,42.3062,255,255,255
70750,-0.2443,10,42.5015,255,255,255
71000,-0.2057,10,42.6809,255,255,255
71250,-0.1708,10,42.8433,255,255,255
71500,-0.1398,10,42.9879,255,255,255
71750,-0.1128,10,43.1135,255,255,255
72000,-0.09,10,43.2192,255,255,255
72250,-0.0718,10,43.304,255,255,255
72500,-0.0582,10,43.3671,255,255,255
72750,-0.0496,10,43.4072,255,255,255
73000,-0.0461,10,43.4236,255,255,255
73250,-0.046,10,43.424,255,255,255
73500,-0.046,10,43.424,255,255,255
73750,-0.046,10,43.424,255,255,255
74000,-0.046,10,43.424,255,255,255
74250,-0.046,10,43.424,255,255,255
74500,-0.046,10,43.424,255,255,255
74750,-0.046,10,43.424,255,255,255
75000,-0.046,10,43.424,255,255,255
75250,-0.046,10,43.424,255,255,255
75500,-0.046,10,43.424,255,255,255
75750,-0.046,10,43.424,255,255,255
76000,-0.046,10,43.424,255,255,255
76250,-0.046,10,43.424,255,255,255
76500,-0.046,10,43.424,255,255,255
76750,-0.046,10,43.424,255,255,255
77000,-0.046,10,43.424,255,255,255
77250,-0.046,10,43.424,255,255,255
77500,-0.046,10,43.424,255,255,255
77750,-0.046,10,43.424,255,255,255
78000,-0.046,10,43.424,255,255,255
78250,-0.046,10,43.424,255,255,255
78500,-0.046,10,43.424,255,255,255
78750,-0.046,10,43.424,255,255,255
79000,-0.046,10,43.424,255,255,255
79250,-0.0529,10,43.4103,255,255,255
79500,-0.0792,10,43.3583,255,255,255
79750,-0.1242,10,43.269,255,255,255
80000,-0.1873,10,43.144,255,255,255
80250,-0.2677,10,42.9847,255,255,255
80500,-0.3646,10,42.7928,255,255,255
80750,-0.4771,10,42.5698,255,255,255
81000,-0.6046,10,42.3171,255,255,255
81250,-0.7463,10,42.0364,255,255,255
81500,-0.9013,10,41.7291,255,255,255
81750,-1.069,10,41.3969,255,255,255
82000,-1.2484,10,41.0411,255,255,255
82250,-1.439,10,40.6635,255,255,255
82500,-1.6392,10,40.2667,255,255,255
82750,-1.8469,10,39.8548,255,255,255
83000,-2.061,10,39.4304,255,255,255
83250,-2.2804,10,38.9956,255,255,255
83500,-2.5037,10,38.5529,255,255,255
83750,-2.7299,10,38.1045,255,255,255
84000,-2.9578,10,37.6529,255,255,255
84250,-3.1862,10,37.2002,255,255,255
84500,-3.4139,10,36.7488,255,255,255
84750,-3.6398,10,36.3011,255,255,255
85000,-3.8626,10,35.8593,255,255,255
85250,-4.0813,10,35.4259,255,255,255
85500,-4.2946,10,35.0031,255,255,255
85750,-4.5014,10,34.5932,255,255,255
86000,-4.7005,10,34.1986,255,255,255
86250,-4.8907,10,33.8216,255,255,255
86500,-5.0709,10,33.4645,255,255,255
86750,-5.2398,10,33.1296,255,255,255
87000,-5.3963,10,32.8194,255,255,255
87250,-5.5393,10,32.536,255,255,255
87500,-5.6675,10,32.2818,255,255,255
87750,-5.7799,10,32.0592,255,255,255
88000,-5.8751,10,31.8705,255,255,255
88250,-5.9521,10,31.7179,255,255,255
88500,-6.0096,10,31.6039,255,255,255
88750,-6.0465,10,31.5307,255,255,255
89000,-6.0617,10,31.5006,255,255,255
89250,-6.062,10,31.5,255,255,255
89500,-6.062,10,31.5,255,255,255
89750,-6.062,10,31.5,255,255,255
90000,-6.062,10,31.5,255,255,255
90250,-6.062,10,31.5,255,255,255
90500,-6.052,10,31.503,255,255,255
90750,-6.0139,10,31.5144,255,255,255
91000,-5.9475,10,31.5344,255,255,255
91250,-5.8533,10,31.5627,255,255,255
91500,-5.7318,10,31.5993,255,255,255
91750,-5.5832,10,31.6441,255,255,255
92000,-5.408,10,31.697,255,255,255
92250,-5.2066,10,31.7578,255,255,255
92500,-4.9795,10,31.8265,255,255,255
92750,-4.7269,10,31.903,255,255,255
93000,-4.4493,10,31.9871,255,255,255
93250,-4.1471,10,32.0788,255,255,255
93500,-3.8207,10,32.1779,255,255,255
93750,-3.4705,10,32.2844,255,255,255
94000,-3.0969,10,32.3982,255,255,255
94250,-2.7002,10,32.5191,255,255,255
94500,-2.281,10,32.6471,255,255,255
94750,-1.8396,10,32.782,255,255,255
95000,-1.3763,10,32.9237,255,255,255
95250,-0.8917,10,33.0722,255,255,255
95500,-0.386,10,33.2273,255,255,255
95750,0.1403,10,33.3889,255,255,255
96000,0.6866,10,33.5568,255,255,255
96250,1.2524,10,33.7307,255,255,255
96500,1.837,10,33.9102,255,255,255
96750,2.4397,10,34.095,255,255,255
97000,3.06,10,34.2848,255,255,255
97250,3.6971,10,34.4793,255,255,255
97500,4.3505,10,34.6781,255,255,255
97750,5.0196,10,34.881,255,255,255
98000,5.7036,10,35.0877,255,255,255
98250,6.402,10,35.2977,255,255,255
98500,7.1142,10,35.5109,255,255,255
98750,7.8394,10,35.7269,255,255,255
99000,8.5771,10,35.9453,255,255,255
99250,9.3266,10,36.1659,255,255,255
99500,10.0873,10,36.3883,255,255,255
99750,10.8586,10,36.6122,255,255,255
100000,11.6397,10,36.8373,255,255,255
100250,12.4302,10,37.0634,255,255,255
100500,13.2294,10,37.29,255,255,255
100750,14.0365,10,37.5168,255,255,255
101000,14.8511,10,37.7436,255,255,255
101250,15.6724,10,37.97,255,255,255
101500,16.4998,10,38.1955,255,255,255
101750,17.3322,10,38.4192,255,255,255
102000,18.1686,10,38.6409,255,255,255
102250,19.0079,10,38.8603,255,255,255
102500,19.849,10,39.0774,255,255,255
102750,20.691,10,39.2917,255,255,255
103000,21.5327,10,39.5031,255,255,255
103250,22.373,10,39.7114,255,255,255
103500,23.2109,10,39.9164,255,255,255
103750,24.0454,10,40.1177,255,255,255
104000,24.8753,10,40.3152,255,255,255
104250,25.6997,10,40.5087,255,255,255
104500,26.5174,10,40.6978,255,255,255
104750,27.3273,10,40.8825,255,255,255
105000,28.1285,10,41.0624,255,255,255
105250,28.9198,10,41.2374,255,255,255
105500,29.7003,10,41.4072,255,255,255
105750,30.4687,10,41.5715,255,255,255
106000,31.2241,10,41.7302,255,255,255
106250,31.9654,10,41.883,255,255,255
106500,32.6915,10,42.0297,255,255,255
106750,33.4014,10,42.1701,255,255,255
107000,34.0935,10,42.3041,255,255,255
107250,34.766,10,42.4321,255,255,255
107500,35.4178,10,42.5542,255,255,255
107750,36.0478,10,42.6704,255,255,255
108000,36.6552,10,42.7806,255,255,255
108250,37.2389,10,42.8848,255,255,255
108500,37.7979,10,42.9831,255,255,255
108750,38.3312,10,43.0755,255,255,255
109000,38.8378,10,43.1619,255,255,255
109250,39.3167,10,43.2424,255,255,255
109500,39.7669,10,43.317,255,255,255
109750,40.1874,10,43.3856,255,255,255
110000,40.5772,10,43.4484,255,255,255
110250,40.9354,10,43.5052,255,255,255
110500,41.2607,10,43.5562,255,255,255
110750,41.5524,10,43.6012,255,255,255
111000,41.8094,10,43.6404,255,255,255
111250,42.0307,10,43.6737,255,255,255
111500,42.2153,10,43.7011,255,255,255
111750,42.3621,10,43.7226,255,255,255
112000,42.4703,10,43.7382,255,255,255
112250,42.5387,10,43.748,255,255,255
112500,42.5664,10,43.7519,255,255,255
112750,42.567,10,43.752,255,255,255
113000,42.567,10,43.752,255,255,255
113250,42.567,10,43.752,255,255,255
113500,42.567,10,43.752,255,255,255
113750,42.567,10,43.752,255,255,255
114000,42.567,10,43.544,255,255,255
114250,42.567,10,43.2444,255,255,255
114500,42.567,10,42.8298,255,255,255
114750,42.567,10,42.3449,255,255,255
115000,42.567,10,41.8364,255,255,255
115250,42.6282,10.0155,41.3895,255,255,255
115500,42.7269,10.0405,41.0618,255,255,255
115750,42.6219,10.0139,40.7951,255,255,255
116000,42.2617,9.9226,40.5382,255,255,255
116250,41.8947,9.83,40.2808,255,255,255
116500,41.5277,9.7375,40.0233,255,255,255
116750,41.0498,9.6168,39.688,255,255,255
117000,40.3521,9.4402,39.1986,255,255,255
117250,39.6012,9.2501,38.6717,255,255,255
117500,38.9013,9.0732,38.1803,255,255,255
117750,38.2033,8.8967,37.6903,255,255,255
118000,37.5053,8.7202,37.2003,255,255,255
118250,36.8073,8.5437,36.7103,255,255,255
118500,36.1093,8.3672,36.2203,255,255,255
118750,35.4113,8.1907,35.7303,255,255,255
119000,34.7133,8.0142,35.2403,255,255,255
119250,34.0129,7.8382,34.7523,255,255,255
119500,33.3144,7.6617,34.2624,255,255,255
119750,32.616,7.4852,33.7724,255,255,255
120000,31.9176,7.3087,33.2825,255,255,255
120250,31.2192,7.1323,32.7927,255,255,255
120500,30.5209,6.9558,32.3028,255,255,255
120750,29.8226,6.7794,31.813,255,255,255
121000,29.1244,6.603,31.3232,255,255,255
121250,28.4261,6.4266,30.8335,255,255,255
121500,27.728,6.2502,30.3438,255,255,255
121750,27.0298,6.0738,29.8541,255,255,255
122000,26.3317,5.8974,29.3644,255,255,255
122250,25.6336,5.721,28.8748,255,255,255
122500,24.9355,5.5447,28.3852,255,255,255
122750,24.2375,5.3683,27.8956,255,255,255
123000,23.5395,5.192,27.406,255,255,255
123250,22.8416,5.0157,26.9165,255,255,255
123500,22.1436,4.8394,26.427,255,255,255
123750,21.4458,4.663,25.9376,255,255,255
124000,20.7479,4.4868,25.4482,255,255,255
124250,20.0501,4.3105,24.9588,255,255,255
124500,19.3523,4.1342,24.4694,255,255,255
124750,18.6545,3.9579,23.9801,255,255,255
125000,17.9568,3.7817,23.4908,255,255,255
125250,17.2591,3.6055,23.0015,255,255,255
125500,16.5615,3.4292,22.5122,255,255,255
125750,15.8638,3.253,22.023,255,255,255
126000,15.1662,3.0768,21.5338,255,255,255
126250,14.4687,2.9006,21.0447,255,255,255
126500,13.7663,2.7212,20.5517,255,255,255
126750,13.0683,2.5447,20.0622,255,255,255
127000,12.3703,2.3682,19.5727,255,255,255
127250,11.6723,2.1917,19.0832,255,255,255
127500,10.9743,2.0152,18.5937,255,255,255
127750,10.2763,1.8387,18.1042,255,255,255
128000,9.5783,1.6622,17.6147,255,255,255
128250,8.8803,1.4857,17.1252,255,255,255
128500,8.1823,1.3092,16.6357,255,255,255
128750,7.4843,1.1327,16.1462,255,255,255
129000,6.7568,0.9493,15.6354,255,255,255
129250,5.9907,0.7558,15.0979,255,255,255
129500,5.2495,0.5686,14.5779,255,255,255
129750,4.6003,0.4046,14.1223,255,255,255
130000,4.11,0.2807,13.7785,255,255,255
130250,3.7572,0.1914,13.5312,255,255,255
130500,3.4077,0.1029,13.2862,255,255,255
130750,3.0586,0.0148,13.0412,255,255,255
131000,3,0,12.792,255,255,255
131250,3,0,12.542,255,255,255
131500,3,0,12.1802,255,255,255
131750,3,0,11.6049,255,255,255
132000,3,0,10.998,255,255,255
132250,3,0,10.5471,255,255,255
132500,3,0,10.292,255,255,255
132750,3,0,10.042,255,255,255
133000,3,0,9.8125,255,255,255
133250,3,0,9.6349,255,255,255
133500,3,0,9.4983,255,255,255
133750,3,0,9.391,255,255,255
134000,3,0,9.3013,255,255,255
134250,3,0,9.2175,255,255,255
134500,3,0,9.1278,255,255,255
134750,3,0,9.0206,255,255,255
135000,3,0,8.896,255,255,255
135250,3,0,8.771,255,255,255
135500,3,0,8.646,255,255,255
135750,3,0,8.521,255,255,255
136000,3,0,8.396,255,255,255
136250,3,0,8.271,255,255,255
136500,3,0,8.146,255,255,255
136750,3,0,8.021,255,255,255
137000,3,0,7.896,255,255,255
137250,3,0,7.771,255,255,255
137500,3,0,7.646,255,255,255
137750,3,0,7.521,255,255,255
138000,3,0,7.396,255,255,255
138250,3,0,7.271,255,255,255
138500,3,0,7.146,255,255,255
138750,3,0,7.021,255,255,255
139000,3,0,6.896,255,255,255
139250,3,0,6.771,255,255,255
139500,3,0,6.646,255,255,255
139750,3,0,6.521,255,255,255
140000,3,0,6.396,255,255,255
140250,3,0,6.271,255,255,255
140500,3,0,6.146,255,255,255
140750,3,0,6.021,255,255,255
141000,3,0,5.896,255,255,255
141250,3,0,5.771,255,255,255
141500,3,0,5.646,255,255,255
141750,3,0,5.521,255,255,255
142000,3,0,5.396,255,255,255
142250,3,0,5.271,255,255,255
142500,3,0,5.146,255,255,255
142750,3,0,5.021,255,255,255
143000,3,0,4.896,255,255,255
143250,3,0,4.771,255,255,255
143500,3,0,4.646,255,255,255
143750,3,0,4.521,255,255,255
144000,3,0,4.396,255,255,255
144250,3,0,4.271,255,255,255
144500,3,0,4.146,255,255,255
144750,3,0,4.021,255,255,255
145000,3,0,3.896,255,255,255
145250,3,0,3.771,255,255,255
145500,3,0,3.646,255,255,255
145750,3,0,3.521,255,255,255
146000,3,0,3.396,255,255,255
146250,3,0,3.271,255,255,255
146500,3,0,3.146,255,255,255
146750,3,0,3.021,255,255,255
147000,3,0,2.896,255,255,255
147250,3,0,2.771,255,255,255
147500,3,0,2.646,255,255,255
147750,3,0,2.521,255,255,255
148000,3,0,2.396,255,255,255
148250,3,0,2.271,255,255,255
148500,3,0,2.146,255,255,255
148750,3,0,2.021,255,255,255
149000,3,0,1.896,255,255,255
149250,3,0,1.771,255,255,255
149500,3,0,1.646,255,255,255
149750,3,0,1.521,255,255,255
150000,3,0,1.396,255,255,255
150250,3,0,1.271,255,255,255
150500,3,0,1.146,255,255,255
150750,3,0,1.021,255,255,255
151000,3,0,0.896,255,255,255
151250,3,0,0.771,255,255,255
151500,3,0,0.646,255,255,255
151750,3,0,0.521,255,255,255
152000,3,0,0.396,255,255,255
152250,3,0,0.271,255,255,255
152500,3,0,0.146,255,255,255
152750,3,0,0.021,255,255,255
153000,3,0,0,255,255,255
153250,3,0,0,255,255,255
153500,3,0,0,255,255,255
153750,3,0,0,255,255,255
154000,3,0,0,255,255,255
154250,3,0,0,255,255,255
154500,3,0,0,255,255,255
154750,3,0,0,255,255,255
155000,3,0,0,255,255,255
155250,3,0,0,255,255,255
155500,3,0,0,255,255,255
155750,3,0,0,255,255,255
156000,3,0,0,255,255,255
156250,3,0,0,255,255,255
156500,3,0,0,255,255,255
156750,3,0,0,255,255,255
157000,3,0,0,255,255,255
157250,3,0,0,255,255,255
157500,3,0,0,255,255,255
157750,3,0,0,255,255,255
158000,3,0,0,255,255,255
158250,3,0,0,255,255,255
158500,3,0,0,255,255,255
158750,3,0,0,255,255,255
159000,3,0,0,255,255,255
159250,3,0,0,255,255,255
159500,3,0,0,255,255,255
159750,3,0,0,255,255,255
160000,3,0,0,255,255,255
160250,3,0,0,255,255,255
