Time [msec],x [m],y [m],z [m],Red,Green,Blue
55500,-7.079,10,22.515,255,255,255
55750,-7.079,10,22.515,255,255,255
56000,-7.079,10,22.515,255,255,255
56250,-7.079,10,22.515,255,255,255
56500,-7.079,10,22.515,255,255,255
56750,-7.079,10,22.515,255,255,255
57000,-7.079,10,22.515,255,255,255
57250,-7.079,10,22.515,255,255,255
57500,-7.079,10,22.515,255,255,255
57750,-7.079,10,22.515,255,255,255
58000,-7.079,10,22.515,255,255,255
58250,-7.079,10,22.515,255,255,255
58500,-7.079,10,22.515,255,255,255
58750,-7.079,10,22.515,255,255,255
59000,-7.079,10,22.515,255,255,255
59250,-7.079,10,22.515,255,255,255
59500,-7.079,10,22.515,255,255,255
59750,-7.079,10,22.515,255,255,255
60000,-7.079,10,22.515,255,255,255
60250,-7.079,10,22.515,255,255,255
60500,-7.0738,10,22.5224,255,255,255
60750,-7.0539,10,22.5504,255,255,255
61000,-7.0198,10,22.5987,255,255,255
61250,-6.9718,10,22.6665,255,255,255
61500,-6.9105,10,22.753,255,255,255
61750,-6.8365,10,22.8576,255,255,255
62000,-6.7502,10,22.9795,255,255,255
62250,-6.6521,10,23.118,255,255,255
62500,-6.5428,10,23.2724,255,255,255
62750,-6.4228,10,23.442,255,255,255
63000,-6.2925,10,23.6259,255,255,255
63250,-6.1526,10,23.8236,255,255,255
63500,-6.0035,10,24.0343,255,255,255
63750,-5.8457,10,24.2571,255,255,255
64000,-5.6797,10,24.4916,255,255,255
64250,-5.5062,10,24.7368,255,255,255
64500,-5.3254,10,24.992,255,255,255
64750,-5.1381,10,25.2567,255,255,255
65000,-4.9449,10,25.5295,255,255,255
65250,-4.7472,10,25.8088,255,255,255
65500,-4.5455,10,26.0937,255,255,255
65750,-4.3405,10,26.3832,255,255,255
66000,-4.1328,10,26.6764,255,255,255
66250,-3.9233,10,26.9723,255,255,255
66500,-3.7124,10,27.2701,255,255,255
66750,-3.5009,10,27.5687,255,255,255
67000,-3.2895,10,27.8672,255,255,255
67250,-3.0787,10,28.1648,255,255,255
67500,-2.8693,10,28.4604,255,255,255
67750,-2.662,10,28.7531,255,255,255
68000,-2.4573,10,29.042,255,255,255
68250,-2.2561,10,29.3261,255,255,255
68500,-2.0588,10,29.6046,255,255,255
68750,-1.8662,10,29.8764,255,255,255
69000,-1.679,10,30.1406,255,255,255
69250,-1.4979,10,30.3964,255,255,255
69500,-1.3234,10,30.6427,255,255,255
69750,-1.1563,10,30.8786,255,255,255
70000,-0.9971,10,31.1032,255,255,255
70250,-0.8467,10,31.3155,255,255,255
70500,-0.7056,10,31.5146,255,255,255
70750,-0.5746,10,31.6996,255,255,255
71000,-0.4542,10,31.8695,255,255,255
71250,-0.3451,10,32.0234,255,255,255
71500,-0.2481,10,32.1604,255,255,255
71750,-0.1637,10,32.2795,255,255,255
72000,-0.0927,10,32.3797,255,255,255
72250,-0.0357,10,32.4602,255,255,255
72500,0.0067,10,32.52,255,255,255
72750,0.0337,10,32.5581,255,255,255
73000,0.0448,10,32.5737,255,255,255
73250,0.045,10,32.574,255,255,255
73500,0.045,10,32.574,255,255,255
73750,0.045,10,32.574,255,255,255
74000,0.045,10,32.574,255,255,255
74250,0.045,10,32.574,255,255,255
74500,0.045,10,32.574,255,255,255
74750,0.045,10,32.574,255,255,255
75000,0.045,10,32.574,255,255,255
75250,0.045,10,32.574,255,255,255
75500,0.045,10,32.574,255,255,255
75750,0.045,10,32.574,255,255,255
76000,0.045,10,32.574,255,255,255
76250,0.045,10,32.574,255,255,255
76500,0.045,10,32.574,255,255,255
76750,0.045,10,32.574,255,255,255
77000,0.045,10,32.574,255,255,255
77250,0.045,10,32.574,255,255,255
77500,0.045,10,32.574,255,255,255
77750,0.045,10,32.574,255,255,255
78000,0.045,10,32.574,255,255,255
78250,0.045,10,32.574,255,255,255
78500,0.045,10,32.574,255,255,255
78750,0.045,10,32.574,255,255,255
79000,0.045,10,32.574,255,255,255
79250,0.0419,10,32.5687,255,255,255
79500,0.0301,10,32.5487,255,255,255
79750,0.0101,10,32.5145,255,255,255
80000,-0.0179,10,32.467,255,255,255
80250,-0.0532,10,32.4069,255,255,255
80500,-0.0954,10,32.335,255,255,255
80750,-0.1442,10,32.252,255,255,255
81000,-0.1989,10,32.1588,255,255,255
81250,-0.2592,10,32.0561,255,255,255
81500,-0.3246,10,31.9448,255,255,255
81750,-0.3947,10,31.8255,255,255,255
82000,-0.469,10,31.6991,255,255,255
82250,-0.547,10,31.5663,255,255,255
82500,-0.6282,10,31.4279,255,255,255
82750,-0.7123,10,31.2847,255,255,255
83000,-0.7988,10,31.1376,255,255,255
83250,-0.8872,10,30.9871,255,255,255
83500,-0.977,10,30.8342,255,255,255
83750,-1.0678,10,30.6797,255,255,255
84000,-1.1591,10,30.5242,255,255,255
84250,-1.2506,10,30.3685,255,255,255
84500,-1.3416,10,30.2136,255,255,255
84750,-1.4318,10,30.06,255,255,255
85000,-1.5207,10,29.9087,255,255,255
85250,-1.6078,10,29.7603,255,255,255
85500,-1.6928,10,29.6157,255,255,255
85750,-1.7751,10,29.4756,255,255,255
86000,-1.8542,10,29.3409,255,255,255
86250,-1.9298,10,29.2122,255,255,255
86500,-2.0013,10,29.0905,255,255,255
86750,-2.0684,10,28.9764,255,255,255
87000,-2.1304,10,28.8707,255,255,255
87250,-2.1871,10,28.7742,255,255,255
87500,-2.2379,10,28.6877,255,255,255
87750,-2.2824,10,28.612,255,255,255
88000,-2.3201,10,28.5478,255,255,255
88250,-2.3505,10,28.496,255,255,255
88500,-2.3733,10,28.4573,255,255,255
88750,-2.3879,10,28.4324,255,255,255
89000,-2.3939,10,28.4222,255,255,255
89250,-2.394,10,28.422,255,255,255
89500,-2.394,10,28.422,255,255,255
89750,-2.394,10,28.422,255,255,255
90000,-2.394,10,28.422,255,255,255
90250,-2.394,10,28.422,255,255,255
90500,-2.3851,10,28.4235,255,255,255
90750,-2.3511,10,28.4292,255,255,255
91000,-2.2921,10,28.4394,255,255,255
91250,-2.2085,10,28.454,255,255,255
91500,-2.1007,10,28.4731,255,255,255
91750,-1.9692,10,28.4968,255,255,255
92000,-1.8145,10,28.5251,255,255,255
92250,-1.6368,10,28.5581,255,255,255
92500,-1.4368,10,28.5959,255,255,255
92750,-1.2148,10,28.6386,255,255,255
93000,-0.9712,10,28.6862,255,255,255
93250,-0.7065,10,28.7387,255,255,255
93500,-0.4211,10,28.7962,255,255,255
93750,-0.1155,10,28.8589,255,255,255
94000,0.2099,10,28.9267,255,255,255
94250,0.5547,10,28.9997,255,255,255
94500,0.9184,10,29.0781,255,255,255
94750,1.3006,10,29.1617,255,255,255
95000,1.7009,10,29.2508,255,255,255
95250,2.1188,10,29.3454,255,255,255
95500,2.5539,10,29.4455,255,255,255
95750,3.0058,10,29.5512,255,255,255
96000,3.474,10,29.6626,255,255,255
96250,3.9581,10,29.7798,255,255,255
96500,4.4577,10,29.9028,255,255,255
96750,4.9723,10,30.0321,255,255,255
97000,5.5013,10,30.1673,255,255,255
97250,6.0443,10,30.3084,255,255,255
97500,6.6008,10,30.4551,255,255,255
97750,7.1701,10,30.6073,255,255,255
98000,7.7519,10,30.7648,255,255,255
98250,8.3456,10,30.9273,255,255,255
98500,8.9506,10,31.0948,255,255,255
98750,9.5665,10,31.2671,255,255,255
99000,10.1927,10,31.4439,255,255,255
99250,10.8288,10,31.6252,255,255,255
99500,11.4741,10,31.8107,255,255,255
99750,12.1283,10,32.0002,255,255,255
100000,12.7907,10,32.1936,255,255,255
100250,13.4608,10,32.3907,255,255,255
100500,14.1382,10,32.5913,255,255,255
100750,14.8223,10,32.7952,255,255,255
101000,15.5126,10,33.0023,255,255,255
101250,16.2086,10,33.2124,255,255,255
101500,16.9102,10,33.4248,255,255,255
101750,17.6175,10,33.6383,255,255,255
102000,18.3296,10,33.8527,255,255,255
102250,19.0455,10,34.0676,255,255,255
102500,19.7641,10,34.2827,255,255,255
102750,20.4846,10,34.4979,255,255,255
103000,21.2059,10,34.7129,255,255,255
103250,21.9271,10,34.9274,255,255,255
103500,22.6471,10,35.141,255,255,255
103750,23.3651,10,35.3537,255,255,255
104000,24.0799,10,35.565,255,255,255
104250,24.7906,10,35.7747,255,255,255
104500,25.4963,10,35.9826,255,255,255
104750,26.1959,10,36.1883,255,255,255
105000,26.8885,10,36.3917,255,255,255
105250,27.5731,10,36.5924,255,255,255
105500,28.2488,10,36.7902,255,255,255
105750,28.9144,10,36.9848,255,255,255
106000,29.5691,10,37.1759,255,255,255
106250,30.2118,10,37.3633,255,255,255
106500,30.8416,10,37.5467,255,255,255
106750,31.4575,10,37.7258,255,255,255
107000,32.0585,10,37.9005,255,255,255
107250,32.6437,10,38.0703,255,255,255
107500,33.2119,10,38.235,255,255,255
107750,33.7624,10,38.3944,255,255,255
108000,34.294,10,38.5482,255,255,255
108250,34.8059,10,38.6961,255,255,255
108500,35.2969,10,38.8379,255,255,255
108750,35.7662,10,38.9733,255,255,255
109000,36.2128,10,39.102,255,255,255
109250,36.6356,10,39.2238,255,255,255
109500,37.0337,10,39.3383,255,255,255
109750,37.4061,10,39.4454,255,255,255
110000,37.7518,10,39.5447,255,255,255
110250,38.0698,10,39.636,255,255,255
110500,38.3592,10,39.719,255,255,255
110750,38.619,10,39.7935,255,255,255
111000,38.8482,10,39.8592,255,255,255
111250,39.0458,10,39.9157,255,255,255
111500,39.2108,10,39.9629,255,255,255
111750,39.3423,10,40.0005,255,255,255
112000,39.4392,10,40.0282,255,255,255
112250,39.5006,10,40.0457,255,255,255
112500,39.5255,10,40.0528,255,255,255
112750,39.526,10,40.053,255,255,255
113000,39.526,10,40.053,255,255,255
113250,39.526,10,40.053,255,255,255
113500,39.526,10,40.053,255,255,255
113750,39.526,10,40.053,255,255,255
114000,39.526,10,39.845,255,255,255
114250,39.526,10,39.5454,255,255,255
114500,39.526,10,39.1308,255,255,255
114750,39.526,10,38.6459,255,255,255
115000,39.526,10,38.1374,255,255,255
115250,39.5955,10.0123,37.69,255,255,255
115500,39.7076,10.0322,37.3615,255,255,255
115750,39.5884,10.0111,37.0956,255,255,255
116000,39.1791,9.9384,36.8417,255,255,255
116250,38.7621,9.8644,36.5877,255,255,255
116500,38.3172,9.7859,36.317,255,255,255
116750,37.8667,9.7064,36.043,255,255,255
117000,37.1063,9.5715,35.5802,255,255,255
117250,36.2833,9.4255,35.0792,255,255,255
117500,35.4603,9.2795,34.5782,255,255,255
117750,34.6373,9.1335,34.0772,255,255,255
118000,33.8167,8.9885,33.5776,255,255,255
118250,32.9942,8.8425,33.0771,255,255,255
118500,32.1717,8.6965,32.5766,255,255,255
118750,31.3492,8.5505,32.0761,255,255,255
119000,30.5267,8.4045,31.5756,255,255,255
119250,29.7042,8.2585,31.0751,255,255,255
119500,28.8817,8.1125,30.5746,255,255,255
119750,28.0587,7.9689,30.0746,255,255,255
120000,27.2361,7.8234,29.5741,255,255,255
120250,26.4136,7.6777,29.0735,255,255,255
120500,25.591,7.5321,28.573,255,255,255
120750,24.7684,7.3864,28.0724,255,255,255
121000,23.9458,7.2406,27.5719,255,255,255
121250,23.1231,7.0948,27.0713,255,255,255
121500,22.3004,6.9489,26.5707,255,255,255
121750,21.4777,6.803,26.0701,255,255,255
122000,20.655,6.657,25.5695,255,255,255
122250,19.8322,6.511,25.0689,255,255,255
122500,19.0094,6.365,24.5682,255,255,255
122750,18.1866,6.2189,24.0676,255,255,255
123000,17.3638,6.0727,23.5669,255,255,255
123250,16.541,5.9265,23.0662,255,255,255
123500,15.7181,5.7802,22.5655,255,255,255
123750,14.8952,5.6339,22.0648,255,255,255
124000,14.0722,5.4876,21.5641,255,255,255
124250,13.2493,5.3412,21.0634,255,255,255
124500,12.4263,5.1947,20.5626,255,255,255
124750,11.6033,5.0482,20.0619,255,255,255
125000,10.7803,4.9016,19.5611,255,255,255
125250,9.9617,4.7639,19.0626,255,255,255
125500,9.1392,4.6184,18.5621,255,255,255
125750,8.3167,4.4729,18.0616,255,255,255
126000,7.4942,4.3274,17.5611,255,255,255
126250,6.6717,4.1819,17.0606,255,255,255
126500,5.8492,4.0364,16.5601,255,255,255
126750,5.0267,3.8909,16.0596,255,255,255
127000,4.2047,3.7449,15.5586,255,255,255
127250,3.3822,3.5994,15.0581,255,255,255
127500,2.5597,3.4539,14.5576,255,255,255
127750,1.7363,3.3075,14.057,255,255,255
128000,1.2656,3.2243,13.7704,255,255,255
128250,0.8661,3.1538,13.5269,255,255,255
128500,0.4666,3.0829,13.2838,255,255,255
128750,0.0671,3.0119,13.0408,255,255,255
129000,0,3,12.792,255,255,255
129250,0,3,12.542,255,255,255
129500,0,3,12.1973,255,255,255
129750,0,3,11.6617,255,255,255
130000,0,3,11.0712,255,255,255
130250,0,3,10.5664,255,255,255
130500,0,3,10.2404,255,255,255
130750,0,3,10.0358,255,255,255
131000,0,3,9.896,255,255,255
131250,0,3,9.771,255,255,255
131500,0,3,9.646,255,255,255
131750,0,3,9.521,255,255,255
132000,0,3,9.396,255,255,255
132250,0,3,9.271,255,255,255
132500,0,3,9.146,255,255,255
132750,0,3,9.021,255,255,255
133000,0,3,8.896,255,255,255
133250,0,3,8.771,255,255,255
133500,0,3,8.646,255,255,255
133750,0,3,8.521,255,255,255
134000,0,3,8.396,255,255,255
134250,0,3,8.271,255,255,255
134500,0,3,8.146,255,255,255
134750,0,3,8.021,255,255,255
135000,0,3,7.896,255,255,255
135250,0,3,7.771,255,255,255
135500,0,3,7.646,255,255,255
135750,0,3,7.521,255,255,255
136000,0,3,7.396,255,255,255
136250,0,3,7.271,255,255,255
136500,0,3,7.146,255,255,255
136750,0,3,7.021,255,255,255
137000,0,3,6.896,255,255,255
137250,0,3,6.771,255,255,255
137500,0,3,6.646,255,255,255
137750,0,3,6.521,255,255,255
138000,0,3,6.396,255,255,255
138250,0,3,6.271,255,255,255
138500,0,3,6.146,255,255,255
138750,0,3,6.021,255,255,255
139000,0,3,5.896,255,255,255
139250,0,3,5.771,255,255,255
139500,0,3,5.646,255,255,255
139750,0,3,5.521,255,255,255
140000,0,3,5.396,255,255,255
140250,0,3,5.271,255,255,255
140500,0,3,5.146,255,255,255
140750,0,3,5.021,255,255,255
141000,0,3,4.896,255,255,255
141250,0,3,4.771,255,255,255
141500,0,3,4.646,255,255,255
141750,0,3,4.521,255,255,255
142000,0,3,4.396,255,255,255
142250,0,3,4.271,255,255,255
142500,0,3,4.146,255,255,255
142750,0,3,4.021,255,255,255
143000,0,3,3.896,255,255,255
143250,0,3,3.771,255,255,255
143500,0,3,3.646,255,255,255
143750,0,3,3.521,255,255,255
144000,0,3,3.396,255,255,255
144250,0,3,3.271,255,255,255
144500,0,3,3.146,255,255,255
144750,0,3,3.021,255,255,255
145000,0,3,2.896,255,255,255
145250,0,3,2.771,255,255,255
145500,0,3,2.646,255,255,255
145750,0,3,2.521,255,255,255
146000,0,3,2.396,255,255,255
146250,0,3,2.271,255,255,255
146500,0,3,2.146,255,255,255
146750,0,3,2.021,255,255,255
147000,0,3,1.896,255,255,255
147250,0,3,1.771,255,255,255
147500,0,3,1.646,255,255,255
147750,0,3,1.521,255,255,255
148000,0,3,1.396,255,255,255
148250,0,3,1.271,255,255,255
148500,0,3,1.146,255,255,255
148750,0,3,1.021,255,255,255
149000,0,3,0.896,255,255,255
149250,0,3,0.771,255,255,255
149500,0,3,0.646,255,255,255
149750,0,3,0.521,255,255,255
150000,0,3,0.396,255,255,255
150250,0,3,0.271,255,255,255
150500,0,3,0.146,255,255,255
150750,0,3,0.021,255,255,255
151000,0,3,0,255,255,255
151250,0,3,0,255,255,255
151500,0,3,0,255,255,255
151750,0,3,0,255,255,255
152000,0,3,0,255,255,255
152250,0,3,0,255,255,255
152500,0,3,0,255,255,255
152750,0,3,0,255,255,255
153000,0,3,0,255,255,255
153250,0,3,0,255,255,255
153500,0,3,0,255,255,255
153750,0,3,0,255,255,255
154000,0,3,0,255,255,255
154250,0,3,0,255,255,255
154500,0,3,0,255,255,255
154750,0,3,0,255,255,255
155000,0,3,0,255,255,255
155250,0,3,0,255,255,255
155500,0,3,0,255,255,255
155750,0,3,0,255,255,255
156000,0,3,0,255,255,255
156250,0,3,0,255,255,255
156500,0,3,0,255,255,255
156750,0,3,0,255,255,255
157000,0,3,0,255,255,255
157250,0,3,0,255,255,255
157500,0,3,0,255,255,255
157750,0,3,0,255,255,255
158000,0,3,0,255,255,255
158250,0,3,0,255,255,255
158500,0,3,0,255,255,255
158750,0,3,0,255,255,255
159000,0,3,0,255,255,255
159250,0,3,0,255,255,255
159500,0,3,0,255,255,255
159750,0,3,0,255,255,255
160000,0,3,0,255,255,255
160250,0,3,0,255,255,255
