Time [msec],x [m],y [m],z [m],Red,Green,Blue
25500,-6.805,9.7814,25.374,255,255,255
25750,-6.8273,9.821,25.4873,255,255,255
26000,-6.8475,9.8569,25.59,255,255,255
26250,-6.8655,9.889,25.6819,255,255,255
26500,-6.8814,9.9172,25.7628,255,255,255
26750,-6.895,9.9414,25.8322,255,255,255
27000,-6.9064,9.9616,25.8901,255,255,255
27250,-6.9154,9.9777,25.9361,255,255,255
27500,-6.9221,9.9895,25.9698,255,255,255
27750,-6.9263,9.9969,25.9912,255,255,255
28000,-6.928,9.9999,25.9998,255,255,255
28250,-6.928,10,26,255,255,255
28500,-6.928,10,26,255,255,255
28750,-6.928,10,26,255,255,255
29000,-6.928,10,26,255,255,255
29250,-6.928,10,26,255,255,255
29500,-6.928,10,26,255,255,255
29750,-6.928,10,26,255,255,255
30000,-6.928,10,26,255,255,255
30250,-6.928,10,26,255,255,255
30500,-6.928,10,26,255,255,255
30750,-6.928,10,26,255,255,255
31000,-6.928,10,26,255,255,255
31250,-6.928,10,26,255,255,255
31500,-6.928,10,26,255,255,255
31750,-6.928,10,26,255,255,255
32000,-6.928,10,26,255,255,255
32250,-6.928,10,26,255,255,255
32500,-6.928,10,26,255,255,255
32750,-6.928,10,26,255,255,255
33000,-6.928,10,26,255,255,255
33250,-6.928,10,26,255,255,255
33500,-6.9203,10,26.0044,255,255,255
33750,-6.8924,10,26.0206,255,255,255
34000,-6.847,10,26.0467,255,255,255
34250,-6.7873,10,26.0812,255,255,255
34500,-6.7163,10,26.1222,255,255,255
34750,-6.6371,10,26.168,255,255,255
35000,-6.5527,10,26.2167,255,255,255
35250,-6.4663,10,26.2666,255,255,255
35500,-6.3809,10,26.3159,255,255,255
35750,-6.2996,10,26.3628,255,255,255
36000,-6.2254,10,26.4056,255,255,255
36250,-6.1616,10,26.4425,255,255,255
36500,-6.111,10,26.4717,255,255,255
36750,-6.0769,10,26.4914,255,255,255
37000,-6.0623,10,26.4998,255,255,255
37250,-6.062,10,26.5,255,255,255
37500,-6.062,10,26.5,255,255,255
37750,-6.062,10,26.5,255,255,255
38000,-6.062,10,26.5,255,255,255
38250,-6.062,10,26.5,255,255,255
38500,-6.062,10,26.5,255,255,255
38750,-6.062,10,26.5,255,255,255
39000,-6.062,10,26.5,255,255,255
39250,-6.062,10,26.5,255,255,255
39500,-6.062,10,26.5,255,255,255
39750,-6.062,10,26.5,255,255,255
40000,-6.062,10,26.5,255,255,255
40250,-6.062,10,26.5,255,255,255
40500,-6.062,10,26.5,255,255,255
40750,-6.062,10,26.5,255,255,255
41000,-6.062,10,26.5,255,255,255
41250,-6.062,10,26.5,255,255,255
41500,-6.062,10,26.5,255,255,255
41750,-6.062,10,26.5,255,255,255
42000,-6.062,10,26.5,255,255,255
42250,-6.062,10,26.5,255,255,255
42500,-6.062,10,26.5,255,255,255
42750,-6.062,10,26.5,255,255,255
43000,-6.062,10,26.5,255,255,255
43250,-6.062,10,26.5,255,255,255
43500,-6.062,10,26.5,255,255,255
43750,-6.062,10,26.5,255,255,255
44000,-6.063,10,26.5059,255,255,255
44250,-6.067,10,26.5282,255,255,255
44500,-6.0738,10,26.5663,255,255,255
44750,-6.0832,10,26.6195,255,255,255
45000,-6.0952,10,26.687,255,255,255
45250,-6.1096,10,26.768,255,255,255
45500,-6.1262,10,26.8618,255,255,255
45750,-6.145,10,26.9677,255,255,255
46000,-6.1658,10,27.0848,255,255,255
46250,-6.1884,10,27.2123,255,255,255
46500,-6.2127,10,27.3496,255,255,255
46750,-6.2387,10,27.4958,255,255,255
47000,-6.2661,10,27.6502,255,255,255
47250,-6.2948,10,27.812,255,255,255
47500,-6.3247,10,27.9805,255,255,255
47750,-6.3556,10,28.1548,255,255,255
48000,-6.3875,10,28.3343,255,255,255
48250,-6.4201,10,28.5181,255,255,255
48500,-6.4533,10,28.7055,255,255,255
48750,-6.4871,10,28.8957,255,255,255
49000,-6.5212,10,29.0879,255,255,255
49250,-6.5555,10,29.2814,255,255,255
49500,-6.5899,10,29.4754,255,255,255
49750,-6.6243,10,29.6692,255,255,255
50000,-6.6585,10,29.8619,255,255,255
50250,-6.6924,10,30.0529,255,255,255
50500,-6.7258,10,30.2413,255,255,255
50750,-6.7587,10,30.4264,255,255,255
51000,-6.7908,10,30.6074,255,255,255
51250,-6.822,10,30.7835,255,255,255
51500,-6.8523,10,30.9541,255,255,255
51750,-6.8814,10,31.1182,255,255,255
52000,-6.9093,10,31.2752,255,255,255
52250,-6.9357,10,31.4242,255,255,255
52500,-6.9606,10,31.5646,255,255,255
52750,-6.9838,10,31.6955,255,255,255
53000,-7.0053,10,31.8162,255,255,255
53250,-7.0247,10,31.9259,255,255,255
53500,-7.0421,10,32.0238,255,255,255
53750,-7.0573,10,32.1093,255,255,255
54000,-7.0701,10,32.1814,255,255,255
54250,-7.0804,10,32.2395,255,255,255
54500,-7.088,10,32.2828,255,255,255
54750,-7.0929,10,32.3104,255,255,255
55000,-7.095,10,32.3218,255,255,255
55250,-7.095,10,32.322,255,255,255
55500,-7.095,10,32.322,255,255,255
55750,-7.095,10,32.322,255,255,255
56000,-7.095,10,32.322,255,255,255
56250,-7.095,10,32.322,255,255,255
56500,-7.095,10,32.322,255,255,255
56750,-7.095,10,32.322,255,255,255
57000,-7.095,10,32.322,255,255,255
57250,-7.095,10,32.322,255,255,255
57500,-7.095,10,32.322,255,255,255
57750,-7.095,10,32.322,255,255,255
58000,-7.095,10,32.322,255,255,255
58250,-7.095,10,32.322,255,255,255
58500,-7.095,10,32.322,255,255,255
58750,-7.095,10,32.322,255,255,255
59000,-7.095,10,32.322,255,255,255
59250,-7.095,10,32.322,255,255,255
59500,-7.095,10,32.322,255,255,255
59750,-7.095,10,32.322,255,255,255
60000,-7.095,10,32.322,255,255,255
60250,-7.095,10,32.322,255,255,255
60500,-7.0935,10,32.3333,255,255,255
60750,-7.0879,10,32.3764,255,255,255
61000,-7.0783,10,32.4505,255,255,255
61250,-7.0647,10,32.5547,255,255,255
61500,-7.0474,10,32.6877,255,255,255
61750,-7.0265,10,32.8487,255,255,255
62000,-7.0021,10,33.0364,255,255,255
62250,-6.9744,10,33.2498,255,255,255
62500,-6.9435,10,33.4879,255,255,255
62750,-6.9095,10,33.7495,255,255,255
63000,-6.8727,10,34.0336,255,255,255
63250,-6.8331,10,34.3391,255,255,255
63500,-6.7909,10,34.6649,255,255,255
63750,-6.7462,10,35.01,255,255,255
64000,-6.6992,10,35.3732,255,255,255
64250,-6.65,10,35.7536,255,255,255
64500,-6.5988,10,36.1499,255,255,255
64750,-6.5458,10,36.5605,255,255,255
65000,-6.4912,10,36.9825,255,255,255
65250,-6.4354,10,37.4146,255,255,255
65500,-6.3784,10,37.8552,255,255,255
65750,-6.3205,10,38.303,255,255,255
66000,-6.2618,10,38.7565,255,255,255
66250,-6.2026,10,39.2142,255,255,255
66500,-6.143,10,39.6747,255,255,255
66750,-6.0832,10,40.1365,255,255,255
67000,-6.0234,10,40.5982,255,255,255
67250,-5.9638,10,41.0584,255,255,255
67500,-5.9046,10,41.5155,255,255,255
67750,-5.846,10,41.9681,255,255,255
68000,-5.7881,10,42.4149,255,255,255
68250,-5.7312,10,42.8543,255,255,255
68500,-5.6754,10,43.2848,255,255,255
68750,-5.6209,10,43.7051,255,255,255
69000,-5.5679,10,44.1137,255,255,255
69250,-5.5167,10,44.5091,255,255,255
69500,-5.4673,10,44.89,255,255,255
69750,-5.42,10,45.2547,255,255,255
70000,-5.375,10,45.602,255,255,255
70250,-5.3324,10,45.9302,255,255,255
70500,-5.2925,10,46.2381,255,255,255
70750,-5.2554,10,46.5241,255,255,255
71000,-5.2213,10,46.7868,255,255,255
71250,-5.1904,10,47.0248,255,255,255
71500,-5.163,10,47.2365,255,255,255
71750,-5.1391,10,47.4206,255,255,255
72000,-5.119,10,47.5756,255,255,255
72250,-5.1028,10,47.7,255,255,255
72500,-5.0908,10,47.7925,255,255,255
72750,-5.0832,10,47.8514,255,255,255
73000,-5.0801,10,47.8755,255,255,255
73250,-5.08,10,47.876,255,255,255
73500,-5.08,10,47.876,255,255,255
73750,-5.08,10,47.876,255,255,255
74000,-5.08,10,47.876,255,255,255
74250,-5.08,10,47.876,255,255,255
74500,-5.08,10,47.876,255,255,255
74750,-5.08,10,47.876,255,255,255
75000,-5.08,10,47.876,255,255,255
75250,-5.08,10,47.876,255,255,255
75500,-5.08,10,47.876,255,255,255
75750,-5.08,10,47.876,255,255,255
76000,-5.08,10,47.876,255,255,255
76250,-5.08,10,47.876,255,255,255
76500,-5.08,10,47.876,255,255,255
76750,-5.08,10,47.876,255,255,255
77000,-5.08,10,47.876,255,255,255
77250,-5.08,10,47.876,255,255,255
77500,-5.08,10,47.876,255,255,255
77750,-5.08,10,47.876,255,255,255
78000,-5.08,10,47.876,255,255,255
78250,-5.08,10,47.876,255,255,255
78500,-5.08,10,47.876,255,255,255
78750,-5.08,10,47.876,255,255,255
79000,-5.08,10,47.876,255,255,255
79250,-5.0793,10,47.8664,255,255,255
79500,-5.0765,10,47.8302,255,255,255
79750,-5.0717,10,47.7683,255,255,255
80000,-5.0651,10,47.6823,255,255,255
80250,-5.0567,10,47.5735,255,255,255
80500,-5.0466,10,47.4434,255,255,255
80750,-5.035,10,47.2933,255,255,255
81000,-5.022,10,47.1246,255,255,255
81250,-5.0077,10,46.9388,255,255,255
81500,-4.9921,10,46.7372,255,255,255
81750,-4.9754,10,46.5214,255,255,255
82000,-4.9578,10,46.2926,255,255,255
82250,-4.9392,10,46.0523,255,255,255
82500,-4.9199,10,45.8019,255,255,255
82750,-4.8999,10,45.5428,255,255,255
83000,-4.8793,10,45.2764,255,255,255
83250,-4.8583,10,45.0042,255,255,255
83500,-4.837,10,44.7275,255,255,255
83750,-4.8154,10,44.4477,255,255,255
84000,-4.7937,10,44.1663,255,255,255
84250,-4.7719,10,43.8847,255,255,255
84500,-4.7503,10,43.6042,255,255,255
84750,-4.7288,10,43.3263,255,255,255
85000,-4.7077,10,43.0525,255,255,255
85250,-4.6869,10,42.784,255,255,255
85500,-4.6667,10,42.5223,255,255,255
85750,-4.6472,10,42.2688,255,255,255
86000,-4.6284,10,42.0249,255,255,255
86250,-4.6104,10,41.7921,255,255,255
86500,-4.5934,10,41.5718,255,255,255
86750,-4.5774,10,41.3652,255,255,255
87000,-4.5627,10,41.174,255,255,255
87250,-4.5492,10,40.9994,255,255,255
87500,-4.5371,10,40.8429,255,255,255
87750,-4.5265,10,40.7059,255,255,255
88000,-4.5176,10,40.5898,255,255,255
88250,-4.5103,10,40.4959,255,255,255
88500,-4.5049,10,40.4258,255,255,255
88750,-4.5015,10,40.3808,255,255,255
89000,-4.5,10,40.3624,255,255,255
89250,-4.5,10,40.362,255,255,255
89500,-4.5,10,40.362,255,255,255
89750,-4.5,10,40.362,255,255,255
90000,-4.5,10,40.362,255,255,255
90250,-4.5,10,40.362,255,255,255
90500,-4.4865,10,40.3646,255,255,255
90750,-4.4348,10,40.3743,255,255,255
91000,-4.3452,10,40.3911,255,255,255
91250,-4.2182,10,40.4146,255,255,255
91500,-4.0545,10,40.4445,255,255,255
91750,-3.8548,10,40.4805,255,255,255
92000,-3.6197,10,40.5224,255,255,255
92250,-3.3499,10,40.5699,255,255,255
92500,-3.0462,10,40.6226,255,255,255
92750,-2.7091,10,40.6803,255,255,255
93000,-2.3393,10,40.7427,255,255,255
93250,-1.9375,10,40.8094,255,255,255
93500,-1.5043,10,40.8804,255,255,255
93750,-1.0404,10,40.9551,255,255,255
94000,-0.5466,10,41.0334,255,255,255
94250,-0.0234,10,41.1149,255,255,255
94500,0.5285,10,41.1994,255,255,255
94750,1.1084,10,41.2865,255,255,255
95000,1.7157,10,41.3761,255,255,255
95250,2.3497,10,41.4677,255,255,255
95500,3.0096,10,41.5611,255,255,255
95750,3.6947,10,41.6557,255,255,255
96000,4.4034,10,41.7504,255,255,255
96250,5.1348,10,41.845,255,255,255
96500,5.8878,10,41.9391,255,255,255
96750,6.6614,10,42.0326,255,255,255
97000,7.4545,10,42.1252,255,255,255
97250,8.2661,10,42.2166,255,255,255
97500,9.0951,10,42.3067,255,255,255
97750,9.9404,10,42.395,255,255,255
98000,10.8012,10,42.4814,255,255,255
98250,11.6762,10,42.5657,255,255,255
98500,12.5645,10,42.6475,255,255,255
98750,13.4651,10,42.7266,255,255,255
99000,14.3768,10,42.8028,255,255,255
99250,15.2986,10,42.8758,255,255,255
99500,16.2295,10,42.9454,255,255,255
99750,17.1684,10,43.0112,255,255,255
100000,18.1144,10,43.0731,255,255,255
100250,19.0663,10,43.1308,255,255,255
100500,20.0231,10,43.184,255,255,255
100750,20.9838,10,43.2325,255,255,255
101000,21.9474,10,43.276,255,255,255
101250,22.9127,10,43.3143,255,255,255
101500,23.8787,10,43.347,255,255,255
101750,24.8442,10,43.3742,255,255,255
102000,25.8075,10,43.3959,255,255,255
102250,26.7677,10,43.4125,255,255,255
102500,27.7237,10,43.4239,255,255,255
102750,28.6746,10,43.4306,255,255,255
103000,29.6192,10,43.4326,255,255,255
103250,30.5567,10,43.4302,255,255,255
103500,31.486,10,43.4235,255,255,255
103750,32.406,10,43.4128,255,255,255
104000,33.3158,10,43.3983,255,255,255
104250,34.2143,10,43.3801,255,255,255
104500,35.1006,10,43.3585,255,255,255
104750,35.9736,10,43.3337,255,255,255
105000,36.8324,10,43.3058,255,255,255
105250,37.6758,10,43.275,255,255,255
105500,38.5029,10,43.2416,255,255,255
105750,39.3127,10,43.2058,255,255,255
106000,40.1041,10,43.1677,255,255,255
106250,40.8762,10,43.1275,255,255,255
106500,41.628,10,43.0855,255,255,255
106750,42.3584,10,43.0418,255,255,255
107000,43.0663,10,42.9967,255,255,255
107250,43.751,10,42.9506,255,255,255
107500,44.4115,10,42.9042,255,255,255
107750,45.0472,10,42.8579,255,255,255
108000,45.6573,10,42.8117,255,255,255
108250,46.2412,10,42.7661,255,255,255
108500,46.798,10,42.7211,255,255,255
108750,47.3272,10,42.677,255,255,255
109000,47.8278,10,42.634,255,255,255
109250,48.2993,10,42.5924,255,255,255
109500,48.7409,10,42.5524,255,255,255
109750,49.1519,10,42.5142,255,255,255
110000,49.5315,10,42.4781,255,255,255
110250,49.879,10,42.4443,255,255,255
110500,50.1937,10,42.4129,255,255,255
110750,50.4749,10,42.3843,255,255,255
111000,50.7219,10,42.3587,255,255,255
111250,50.9338,10,42.3363,255,255,255
111500,51.11,10,42.3173,255,255,255
111750,51.2499,10,42.3019,255,255,255
112000,51.3525,10,42.2904,255,255,255
112250,51.4173,10,42.2831,255,255,255
112500,51.4434,10,42.2801,255,255,255
112750,51.444,10,42.28,255,255,255
113000,51.444,10,42.28,255,255,255
113250,51.444,10,42.28,255,255,255
113500,51.444,10,42.28,255,255,255
113750,51.444,10,42.28,255,255,255
114000,51.444,10,42.28,255,255,255
114250,51.444,10,42.28,255,255,255
114500,51.444,10,42.28,255,255,255
114750,51.444,10,42.28,255,255,255
115000,51.444,10,42.28,255,255,255
115250,51.444,10,42.28,255,255,255
115500,51.444,10,42.28,255,255,255
115750,51.444,10,42.28,255,255,255
116000,51.444,10,42.28,255,255,255
116250,51.444,10,42.28,255,255,255
116500,51.444,10,42.28,255,255,255
116750,51.444,10,42.28,255,255,255
117000,51.444,10,42.28,255,255,255
117250,51.444,10,42.28,255,255,255
117500,51.444,10,42.28,255,255,255
117750,51.444,10,42.28,255,255,255
118000,51.444,10,42.28,255,255,255
118250,51.444,10,42.28,255,255,255
118500,51.444,10,42.28,255,255,255
118750,51.444,10,42.28,255,255,255
119000,51.444,10,42.28,255,255,255
119250,51.444,10,42.28,255,255,255
119500,51.444,10,42.28,255,255,255
119750,51.444,10,42.28,255,255,255
120000,51.444,10,42.072,255,255,255
120250,51.444,10,41.7553,255,255,255
120500,51.444,10,41.301,255,255,255
120750,51.444,10,40.7997,255,255,255
121000,51.444,10,40.3451,255,255,255
121250,51.444,10,39.968,255,255,255
121500,51.444,10,39.593,255,255,255
121750,51.444,10,39.322,255,255,255
122000,51.033,9.9472,39.0816,255,255,255
122250,50.539,9.8837,38.8431,255,255,255
122500,50.0446,9.8202,38.6042,255,255,255
122750,49.5501,9.7567,38.3652,255,255,255
123000,48.923,9.6761,38.0623,255,255,255
123250,48.0033,9.5578,37.6185,255,255,255
123500,46.9367,9.4204,37.1039,255,255,255
123750,45.8751,9.2836,36.5916,255,255,255
124000,44.8926,9.1568,36.1175,255,255,255
124250,43.9126,9.0303,35.6445,255,255,255
124500,42.9326,8.9038,35.1715,255,255,255
124750,41.9526,8.7773,34.6985,255,255,255
125000,40.9726,8.6508,34.2255,255,255,255
125250,39.9926,8.5243,33.7525,255,255,255
125500,39.0126,8.3978,33.2795,255,255,255
125750,38.0326,8.2713,32.8065,255,255,255
126000,37.0492,8.1492,32.3314,255,255,255
126250,36.0688,8.0232,31.8584,255,255,255
126500,35.0884,7.8971,31.3853,255,255,255
126750,34.108,7.7711,30.9122,255,255,255
127000,33.1276,7.6451,30.439,255,255,255
127250,32.1472,7.519,29.9658,255,255,255
127500,31.1669,7.393,29.4926,255,255,255
127750,30.1866,7.267,29.0194,255,255,255
128000,29.2063,7.1409,28.5461,255,255,255
128250,28.226,7.0148,28.0729,255,255,255
128500,27.2457,6.8888,27.5996,255,255,255
128750,26.2655,6.7627,27.1263,255,255,255
129000,25.2852,6.6367,26.653,255,255,255
129250,24.3049,6.5106,26.1797,255,255,255
129500,23.3246,6.3846,25.7064,255,255,255
129750,22.3444,6.2585,25.2332,255,255,255
130000,21.3641,6.1325,24.7599,255,255,255
130250,20.3838,6.0064,24.2866,255,255,255
130500,19.4035,5.8804,23.8134,255,255,255
130750,18.4232,5.7543,23.3402,255,255,255
131000,17.4428,5.6283,22.867,255,255,255
131250,16.4624,5.5022,22.3938,255,255,255
131500,15.4821,5.3762,21.9207,255,255,255
131750,14.5016,5.2502,21.4476,255,255,255
132000,13.5212,5.1242,20.9745,255,255,255
132250,12.5407,4.9982,20.5015,255,255,255
132500,11.5602,4.8722,20.0285,255,255,255
132750,10.5797,4.7462,19.5555,255,255,255
133000,9.5992,4.6202,19.0825,255,255,255
133250,8.6187,4.4942,18.6095,255,255,255
133500,7.6382,4.3682,18.1365,255,255,255
133750,6.6577,4.2422,17.6635,255,255,255
134000,5.6772,4.1162,17.1905,255,255,255
134250,4.6967,3.9902,16.7175,255,255,255
134500,3.7162,3.8642,16.2445,255,255,255
134750,2.7162,3.7352,15.7594,255,255,255
135000,1.702,3.6043,15.2701,255,255,255
135250,0.7578,3.4827,14.8144,255,255,255
135500,-0.0985,3.3729,14.4008,255,255,255
135750,-0.9525,3.2634,13.9883,255,255,255
136000,-1.492,3.1938,13.7276,255,255,255
136250,-1.968,3.1323,13.4976,255,255,255
136500,-2.444,3.0712,13.2681,255,255,255
136750,-2.92,3.0102,13.0386,255,255,255
137000,-3,3,12.792,255,255,255
137250,-3,3,12.542,255,255,255
137500,-3,3,12.1802,255,255,255
137750,-3,3,11.6049,255,255,255
138000,-3,3,10.998,255,255,255
138250,-3,3,10.5471,255,255,255
138500,-3,3,10.292,255,255,255
138750,-3,3,10.042,255,255,255
139000,-3,3,9.8153,255,255,255
139250,-3,3,9.6462,255,255,255
139500,-3,3,9.5205,255,255,255
139750,-3,3,9.4229,255,255,255
140000,-3,3,9.3381,255,255,255
140250,-3,3,9.2507,255,255,255
140500,-3,3,9.1455,255,255,255
140750,-3,3,9.021,255,255,255
141000,-3,3,8.896,255,255,255
141250,-3,3,8.771,255,255,255
141500,-3,3,8.646,255,255,255
141750,-3,3,8.521,255,255,255
142000,-3,3,8.396,255,255,255
142250,-3,3,8.271,255,255,255
142500,-3,3,8.146,255,255,255
142750,-3,3,8.021,255,255,255
143000,-3,3,7.896,255,255,255
143250,-3,3,7.771,255,255,255
143500,-3,3,7.646,255,255,255
143750,-3,3,7.521,255,255,255
144000,-3,3,7.396,255,255,255
144250,-3,3,7.271,255,255,255
144500,-3,3,7.146,255,255,255
144750,-3,3,7.021,255,255,255
145000,-3,3,6.896,255,255,255
145250,-3,3,6.771,255,255,255
145500,-3,3,6.646,255,255,255
145750,-3,3,6.521,255,255,255
146000,-3,3,6.396,255,255,255
146250,-3,3,6.271,255,255,255
146500,-3,3,6.146,255,255,255
146750,-3,3,6.021,255,255,255
147000,-3,3,5.896,255,255,255
147250,-3,3,5.771,255,255,255
147500,-3,3,5.646,255,255,255
147750,-3,3,5.521,255,255,255
148000,-3,3,5.396,255,255,255
148250,-3,3,5.271,255,255,255
148500,-3,3,5.146,255,255,255
148750,-3,3,5.021,255,255,255
149000,-3,3,4.896,255,255,255
149250,-3,3,4.771,255,255,255
149500,-3,3,4.646,255,255,255
149750,-3,3,4.521,255,255,255
150000,-3,3,4.396,255,255,255
150250,-3,3,4.271,255,255,255
150500,-3,3,4.146,255,255,255
150750,-3,3,4.021,255,255,255
151000,-3,3,3.896,255,255,255
151250,-3,3,3.771,255,255,255
151500,-3,3,3.646,255,255,255
151750,-3,3,3.521,255,255,255
152000,-3,3,3.396,255,255,255
152250,-3,3,3.271,255,255,255
152500,-3,3,3.146,255,255,255
152750,-3,3,3.021,255,255,255
153000,-3,3,2.896,255,255,255
153250,-3,3,2.771,255,255,255
153500,-3,3,2.646,255,255,255
153750,-3,3,2.521,255,255,255
154000,-3,3,2.396,255,255,255
154250,-3,3,2.271,255,255,255
154500,-3,3,2.146,255,255,255
154750,-3,3,2.021,255,255,255
155000,-3,3,1.896,255,255,255
155250,-3,3,1.771,255,255,255
155500,-3,3,1.646,255,255,255
155750,-3,3,1.521,255,255,255
156000,-3,3,1.396,255,255,255
156250,-3,3,1.271,255,255,255
156500,-3,3,1.146,255,255,255
156750,-3,3,1.021,255,255,255
157000,-3,3,0.896,255,255,255
157250,-3,3,0.771,255,255,255
157500,-3,3,0.646,255,255,255
157750,-3,3,0.521,255,255,255
158000,-3,3,0.396,255,255,255
158250,-3,3,0.271,255,255,255
158500,-3,3,0.146,255,255,255
158750,-3,3,0.021,255,255,255
159000,-3,3,0,255,255,255
159250,-3,3,0,255,255,255
159500,-3,3,0,255,255,255
159750,-3,3,0,255,255,255
160000,-3,3,0,255,255,255
160250,-3,3,0,255,255,255
