Time,North,East,Down,Velocity_North,Velocity_East,Velocity_Down,Acceleration_North,Acceleration_East,Acceleration_Down,Yaw,Mode
0,0.0,0.0,-0.83,4.14106032853435e-11,-6.069139947288542e-11,0.08070372958798289,-4.96927239424122e-10,7.28296793674625e-10,-2.2460447550557943,0.0,70
0.05,1.4903633882568101e-12,-2.1848903810238748e-12,-0.8287514657348326,1.9048877511258012e-11,-2.7918043757527294e-11,-0.030344284389527864,-3.975417915392976e-10,5.826374349397e-10,-2.1958758040446353,0.0,70
0.1,1.9877433032888803e-12,-2.913187174698499e-12,-0.8329926209797768,1.6564241314137407e-12,-2.4276559789154205e-12,-0.13888385081648066,-2.9815634365447316e-10,4.36978076204775e-10,-2.145706853033477,0.0,70
0.15000000000000002,1.7390533457728452e-12,-2.5490387778611874e-12,-0.8425980433573047,-1.0766756854189317e-11,1.577976386295021e-11,-0.24491496969287557,-1.9877089576964874e-10,2.9131871746984995e-10,-2.095537902022318,0.0,70
0.2,9.938716516444401e-13,-1.4565935873492471e-12,-0.8574423104898884,-1.8220665445551136e-11,2.6704215768069568e-11,-0.3484376410187125,-9.938544788482437e-11,1.45659358734925e-10,-2.0453689510111595,0.0,70
0.25,0.0,0.0,-0.8774,-2.070530164267175e-11,3.034569973644271e-11,-0.44945186479399146,0.0,0.0,-1.9952000000000005,0.0,70
0.3,-9.938716516444401e-13,1.4565935873492512e-12,-0.9023456895101116,-1.8220665445551136e-11,2.6704215768069577e-11,-0.5479576410187126,9.938544788482448e-11,-1.4565935873492513e-10,-1.9450310489888412,0.0,70
0.35,-1.7390533457728452e-12,2.549038777861188e-12,-0.9321539566426953,-1.0766756854189304e-11,1.5779763862950198e-11,-0.6439549696928757,1.9877089576964887e-10,-2.913187174698501e-10,-1.894862097977682,0.0,70
0.39999999999999997,-1.9877433032888803e-12,2.9131871746985e-12,-0.9666993790202232,1.6564241314137455e-12,-2.427655978915427e-12,-0.7374438508164807,2.9815634365447326e-10,-4.3697807620477505e-10,-1.8446931469665226,0.0,70
0.44999999999999996,-1.4908074774666602e-12,2.184890381023874e-12,-1.0058565342651673,1.9048877511258018e-11,-2.7918043757527307e-11,-0.828424284389528,3.9754179153929763e-10,-5.826374349397e-10,-1.7945241959553635,0.0,70
0.49999999999999994,0.0,0.0,-1.0494999999999999,4.14106032853435e-11,-6.069139947288542e-11,-0.9168962704120169,4.96927239424122e-10,-7.28296793674625e-10,-1.7443552449441935,0.0,70
0.5499999999999999,2.4846791291111003e-12,-3.641483968373129e-12,-1.097499376224721,5.3833784270946554e-11,-7.889881931475104e-11,-1.0025611515356216,-5.169878828456423e-25,6.203854594147708e-25,-1.6822399999999955,0.0,70
0.6,4.969358258222201e-12,-7.282967936746255e-12,-1.1497043524494421,4.141060328534345e-11,-6.069139947288534e-11,-1.0851202704120166,-4.96927239424123e-10,7.282967936746262e-10,-1.6201247550557976,0.0,70
0.65,6.211475778172826e-12,-9.103709920932812e-12,-1.2059596405618025,4.141060328534338e-12,-6.06913994728849e-12,-1.1645736270412015,-9.938544788482444e-10,1.4565935873492504e-09,-1.5580095101115998,0.0,70
0.7000000000000001,4.969802347432051e-12,-7.282967936746245e-12,-1.2661099524494421,-5.797484459948104e-11,8.496795926203974e-11,-1.2409212214231766,-1.4907817182723668e-09,2.184890381023876e-09,-1.4958942651674016,0.0,70
0.7500000000000001,-8.944400775590111e-12,1.3109342286143263e-11,-1.3974760055910043,-1.971144716382351e-10,2.8889106149093457e-10,-1.3843897528388003,-9.938544788482328e-11,1.4565935873492252e-10,-1.3752889510111586,0.0,70
0.8000000000000002,-1.8137935597906107e-11,2.658283296912383e-11,-1.468390233559537,-1.5487565628718456e-10,2.2698583402859116e-10,-1.4516919486590574,1.7889380619268422e-09,-2.6218684572286545e-09,-1.316798881799122,0.0,70
0.8500000000000002,-2.2858603898612273e-11,3.350165250903275e-11,-1.5425964587325667,-1.8220665445551097e-11,2.670421576806944e-11,-1.5160696410187124,3.6772615717385045e-09,-5.389396273192226e-09,-1.2583088125870858,0.0,70
0.9000000000000002,-1.8386181466212292e-11,2.6946981365961095e-11,-1.6199484559370645,2.1285050088666606e-10,-3.1195379329063167e-10,-1.577522829917766,5.56558508155017e-09,-8.156924089155803e-09,-1.1998187433750493,0.0,70
0.9500000000000003,0.0,0.0,-1.7003,5.383378427094656e-10,-7.889881931475104e-10,-1.6360515153562174,7.453908591361831e-09,-1.0924451905119374e-08,-1.1413286741630166,0.0,70
1.0000000000000002,3.3293812151669044e-11,-4.879588517619991e-11,-1.7835062014112615,7.346241022819938e-10,-1.0766654266489872e-09,-1.6917358371091769,3.9754179153929065e-10,-5.826374349396901e-10,-1.0860441959553646,0.0,70
1.0500000000000003,6.758238413340223e-11,-9.904836393974906e-11,-1.8694275133124112,5.780920218633946e-10,-8.472519366414793e-10,-1.744655934951754,-6.65882500828325e-09,9.759177035239994e-09,-1.0307597177477126,0.0,70
1.1000000000000003,8.522293981627627e-11,-1.2490290011519824e-10,-1.9579257245079305,6.874160145366819e-11,-1.0074772312498689e-10,-1.7948118088839482,-1.371519180810579e-08,2.0100991505419676e-08,-0.9754752395400607,0.0,70
1.1500000000000004,6.857581169583682e-11,-1.0050495752709805e-10,-2.0488626238023,-7.934271589471856e-10,1.16284721390049e-09,-1.84220345890576,-2.077155860792833e-08,3.0442805975599364e-08,-0.9201907613324087,0.0,70
1.2000000000000004,0.0,0.0,-2.1421,-2.00841425933916e-09,2.9435328744349427e-09,-1.8868308850171889,-2.782792540775084e-08,4.0784620445779e-08,-0.864906283124748,0.0,70
1.2500000000000004,-1.2423173600950577e-10,1.8207419841865643e-10,-2.23750478876395,-2.7413819374897404e-09,4.017770645105015e-09,-1.9290028987244925,-1.490781718272345e-09,2.184890381023849e-09,-0.8219742651673915,0.0,70
